S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3896,09/03/2021,Dadra and Nagar Haveli and Daman and Diu,3421,17,3402,2
3897,10/03/2021,Dadra and Nagar Haveli and Daman and Diu,3423,17,3404,2
3898,11/03/2021,Dadra and Nagar Haveli and Daman and Diu,3426,20,3404,2
3899,13/03/2021,Dadra and Nagar Haveli and Daman and Diu,3431,24,3405,2
3900,14/03/2021,Dadra and Nagar Haveli and Daman and Diu,3435,28,3405,2
3901,15/03/2021,Dadra and Nagar Haveli and Daman and Diu,3438,31,3405,2
3902,16/03/2021,Dadra and Nagar Haveli and Daman and Diu,3440,31,3407,2
3903,17/03/2021,Dadra and Nagar Haveli and Daman and Diu,3445,27,3416,2
3904,18/03/2021,Dadra and Nagar Haveli and Daman and Diu,3445,26,3417,2
3905,19/03/2021,Dadra and Nagar Haveli and Daman and Diu,3454,30,3422,2
3906,20/03/2021,Dadra and Nagar Haveli and Daman and Diu,3464,38,3424,2
3907,21/03/2021,Dadra and Nagar Haveli and Daman and Diu,3471,44,3425,2
3908,22/03/2021,Dadra and Nagar Haveli and Daman and Diu,3481,52,3427,2
3909,23/03/2021,Dadra and Nagar Haveli and Daman and Diu,3485,52,3431,2
3910,24/03/2021,Dadra and Nagar Haveli and Daman and Diu,3495,60,3433,2
3911,25/03/2021,Dadra and Nagar Haveli and Daman and Diu,3510,70,3438,2
3912,27/03/2021,Dadra and Nagar Haveli and Daman and Diu,3554,109,3443,2
3913,28/03/2021,Dadra and Nagar Haveli and Daman and Diu,3580,130,3448,2
3914,29/03/2021,Dadra and Nagar Haveli and Daman and Diu,3607,147,3458,2
3915,30/03/2021,Dadra and Nagar Haveli and Daman and Diu,3623,158,3463,2
3916,31/03/2021,Dadra and Nagar Haveli and Daman and Diu,3642,166,3474,2
3917,01/04/2021,Dadra and Nagar Haveli and Daman and Diu,3661,177,3482,2
3918,02/04/2021,Dadra and Nagar Haveli and Daman and Diu,3683,191,3490,2
3919,03/04/2021,Dadra and Nagar Haveli and Daman and Diu,3703,202,3499,2
3920,04/04/2021,Dadra and Nagar Haveli and Daman and Diu,3719,199,3518,2
3921,05/04/2021,Dadra and Nagar Haveli and Daman and Diu,3744,204,3538,2
3922,06/04/2021,Dadra and Nagar Haveli and Daman and Diu,3770,212,3556,2
3923,07/04/2021,Dadra and Nagar Haveli and Daman and Diu,3788,196,3590,2
3924,08/04/2021,Dadra and Nagar Haveli and Daman and Diu,3812,191,3619,2
3925,09/04/2021,Dadra and Nagar Haveli and Daman and Diu,3842,209,3631,2
3926,10/04/2021,Dadra and Nagar Haveli and Daman and Diu,3884,230,3652,2
3927,11/04/2021,Dadra and Nagar Haveli and Daman and Diu,4014,345,3667,2
3928,12/04/2021,Dadra and Nagar Haveli and Daman and Diu,4083,394,3687,2
3929,13/04/2021,Dadra and Nagar Haveli and Daman and Diu,4209,501,3706,2
3930,14/04/2021,Dadra and Nagar Haveli and Daman and Diu,4307,578,3727,2
3931,15/04/2021,Dadra and Nagar Haveli and Daman and Diu,4420,662,3756,2
3932,16/04/2021,Dadra and Nagar Haveli and Daman and Diu,4523,749,3770,4
3933,17/04/2021,Dadra and Nagar Haveli and Daman and Diu,4681,879,3798,4
3934,18/04/2021,Dadra and Nagar Haveli and Daman and Diu,4748,921,3823,4
3935,19/04/2021,Dadra and Nagar Haveli and Daman and Diu,4803,923,3876,4
3936,20/04/2021,Dadra and Nagar Haveli and Daman and Diu,5102,1136,3962,4
3937,21/04/2021,Dadra and Nagar Haveli and Daman and Diu,5422,1371,4047,4
3938,22/04/2021,Dadra and Nagar Haveli and Daman and Diu,5672,1518,4150,4
3939,23/04/2021,Dadra and Nagar Haveli and Daman and Diu,5910,1668,4238,4
3940,24/04/2021,Dadra and Nagar Haveli and Daman and Diu,6142,1785,4353,4
3941,25/04/2021,Dadra and Nagar Haveli and Daman and Diu,6379,1904,4471,4
3942,26/04/2021,Dadra and Nagar Haveli and Daman and Diu,6580,1999,4577,4
3943,27/04/2021,Dadra and Nagar Haveli and Daman and Diu,6726,2022,4700,4
3944,28/04/2021,Dadra and Nagar Haveli and Daman and Diu,6912,2025,4883,4
3945,29/04/2021,Dadra and Nagar Haveli and Daman and Diu,7067,1979,5084,4
3946,30/04/2021,Dadra and Nagar Haveli and Daman and Diu,7334,2081,5249,4
3947,01/05/2021,Dadra and Nagar Haveli and Daman and Diu,7504,1933,5567,4
3948,02/05/2021,Dadra and Nagar Haveli and Daman and Diu,7712,1867,5841,4
3949,03/05/2021,Dadra and Nagar Haveli and Daman and Diu,7871,1764,6103,4
3950,04/05/2021,Dadra and Nagar Haveli and Daman and Diu,8008,1670,6334,4
3951,05/05/2021,Dadra and Nagar Haveli and Daman and Diu,8174,1606,6564,4
3952,06/05/2021,Dadra and Nagar Haveli and Daman and Diu,8325,1599,6722,4
3953,07/05/2021,Dadra and Nagar Haveli and Daman and Diu,8502,1581,6917,4
3954,08/05/2021,Dadra and Nagar Haveli and Daman and Diu,8596,1457,7135,4
3955,09/05/2021,Dadra and Nagar Haveli and Daman and Diu,8737,1425,7308,4
3956,10/05/2021,Dadra and Nagar Haveli and Daman and Diu,8847,1320,7523,4
3957,11/05/2021,Dadra and Nagar Haveli and Daman and Diu,8928,1202,7722,4
3958,12/05/2021,Dadra and Nagar Haveli and Daman and Diu,9021,1103,7914,4
3959,13/05/2021,Dadra and Nagar Haveli and Daman and Diu,9150,1060,8086,4
3960,14/05/2021,Dadra and Nagar Haveli and Daman and Diu,9150,1060,8086,4
3961,15/05/2021,Dadra and Nagar Haveli and Daman and Diu,9257,1056,8197,4
3962,16/05/2021,Dadra and Nagar Haveli and Daman and Diu,9447,867,8576,4
3963,17/05/2021,Dadra and Nagar Haveli and Daman and Diu,9550,801,8745,4
3964,18/05/2021,Dadra and Nagar Haveli and Daman and Diu,9599,750,8845,4
3965,19/05/2021,Dadra and Nagar Haveli and Daman and Diu,9652,704,8944,4
3966,20/05/2021,Dadra and Nagar Haveli and Daman and Diu,9748,656,9088,4
3967,21/05/2021,Dadra and Nagar Haveli and Daman and Diu,9850,672,9174,4
3968,22/05/2021,Dadra and Nagar Haveli and Daman and Diu,9880,607,9269,4
3969,23/05/2021,Dadra and Nagar Haveli and Daman and Diu,9925,531,9390,4
3970,24/05/2021,Dadra and Nagar Haveli and Daman and Diu,9987,521,9462,4
3971,25/05/2021,Dadra and Nagar Haveli and Daman and Diu,10049,439,9606,4
3972,26/05/2021,Dadra and Nagar Haveli and Daman and Diu,10092,431,9657,4
3973,27/05/2021,Dadra and Nagar Haveli and Daman and Diu,10129,375,9750,4
3974,28/05/2021,Dadra and Nagar Haveli and Daman and Diu,10152,370,9778,4
3975,30/05/2021,Dadra and Nagar Haveli and Daman and Diu,10214,333,9877,4
3976,31/05/2021,Dadra and Nagar Haveli and Daman and Diu,10256,339,9913,4
3977,01/06/2021,Dadra and Nagar Haveli and Daman and Diu,10286,325,9957,4
3978,02/06/2021,Dadra and Nagar Haveli and Daman and Diu,10300,285,10011,4
3979,03/06/2021,Dadra and Nagar Haveli and Daman and Diu,10331,282,10045,4
3980,04/06/2021,Dadra and Nagar Haveli and Daman and Diu,10345,250,10091,4
3981,05/06/2021,Dadra and Nagar Haveli and Daman and Diu,10377,112,10261,4
3982,06/06/2021,Dadra and Nagar Haveli and Daman and Diu,10387,122,10261,4
3983,07/06/2021,Dadra and Nagar Haveli and Daman and Diu,10394,129,10261,4
3984,08/06/2021,Dadra and Nagar Haveli and Daman and Diu,10419,154,10261,4
3985,09/06/2021,Dadra and Nagar Haveli and Daman and Diu,10427,161,10262,4
3986,10/06/2021,Dadra and Nagar Haveli and Daman and Diu,10437,137,10296,4
3987,11/06/2021,Dadra and Nagar Haveli and Daman and Diu,10445,121,10320,4
3988,12/06/2021,Dadra and Nagar Haveli and Daman and Diu,10456,109,10343,4
3989,13/06/2021,Dadra and Nagar Haveli and Daman and Diu,10462,95,10363,4
3990,14/06/2021,Dadra and Nagar Haveli and Daman and Diu,10463,78,10381,4
3991,15/06/2021,Dadra and Nagar Haveli and Daman and Diu,10464,59,10401,4
3992,16/06/2021,Dadra and Nagar Haveli and Daman and Diu,10473,61,10408,4
3993,17/06/2021,Dadra and Nagar Haveli and Daman and Diu,10481,65,10412,4
3994,18/06/2021,Dadra and Nagar Haveli and Daman and Diu,10492,71,10417,4
3995,19/06/2021,Dadra and Nagar Haveli and Daman and Diu,10500,71,10425,4
3996,20/06/2021,Dadra and Nagar Haveli and Daman and Diu,10510,74,10432,4
3997,21/06/2021,Dadra and Nagar Haveli and Daman and Diu,10514,68,10442,4
3998,22/06/2021,Dadra and Nagar Haveli and Daman and Diu,10516,60,10452,4
3999,23/06/2021,Dadra and Nagar Haveli and Daman and Diu,10520,61,10455,4
4000,12/03/2020,Delhi,6,6,0,0
4001,13/03/2020,Delhi,6,6,0,0
4002,14/03/2020,Delhi,7,5,1,1
4003,15/03/2020,Delhi,7,4,2,1
4004,16/03/2020,Delhi,7,4,2,1
4005,17/03/2020,Delhi,8,5,2,1
4006,18/03/2020,Delhi,10,7,2,1
4007,19/03/2020,Delhi,12,9,2,1
4008,20/03/2020,Delhi,17,13,3,1
4009,21/03/2020,Delhi,26,20,5,1
4010,22/03/2020,Delhi,29,23,5,1
4011,23/03/2020,Delhi,29,23,5,1
4012,24/03/2020,Delhi,31,24,6,1
4013,25/03/2020,Delhi,30,22,6,2
4014,26/03/2020,Delhi,35,28,6,1
4015,27/03/2020,Delhi,36,29,6,1
4016,28/03/2020,Delhi,39,32,6,1
4017,29/03/2020,Delhi,39,31,6,2
4018,30/03/2020,Delhi,53,45,6,2
4019,31/03/2020,Delhi,97,89,6,2
4020,01/04/2020,Delhi,120,112,6,2
4021,02/04/2020,Delhi,152,144,6,2
4022,03/04/2020,Delhi,219,207,8,4
4023,04/04/2020,Delhi,386,372,8,6
4024,05/04/2020,Delhi,445,424,15,6
4025,06/04/2020,Delhi,503,478,18,7
4026,07/04/2020,Delhi,523,497,19,7
4027,08/04/2020,Delhi,576,546,21,9
4028,09/04/2020,Delhi,669,639,21,9
4029,10/04/2020,Delhi,720,683,25,12
4030,11/04/2020,Delhi,903,865,25,13
4031,12/04/2020,Delhi,1069,1025,25,19
4032,13/04/2020,Delhi,1154,1103,27,24
4033,14/04/2020,Delhi,1510,1452,30,28
4034,15/04/2020,Delhi,1561,1501,30,30
4035,16/04/2020,Delhi,1578,1506,40,32
4036,17/04/2020,Delhi,1640,1551,51,38
4037,18/04/2020,Delhi,1707,1593,72,42
4038,19/04/2020,Delhi,1893,1779,72,42
4039,20/04/2020,Delhi,2003,1886,72,45
4040,21/04/2020,Delhi,2081,1603,431,47
4041,22/04/2020,Delhi,2156,1498,611,47
4042,23/04/2020,Delhi,2248,1476,724,48
4043,24/04/2020,Delhi,2376,1518,808,50
4044,25/04/2020,Delhi,2514,1604,857,53
4045,26/04/2020,Delhi,2625,1702,869,54
4046,27/04/2020,Delhi,2918,1987,877,54
4047,28/04/2020,Delhi,3108,2177,877,54
4048,29/04/2020,Delhi,3314,2182,1078,54
4049,30/04/2020,Delhi,3439,2291,1092,56
4050,01/05/2020,Delhi,3515,2362,1094,59
4051,02/05/2020,Delhi,3738,2510,1167,61
4052,03/05/2020,Delhi,4122,2802,1256,64
4053,04/05/2020,Delhi,4549,3123,1362,64
4054,05/05/2020,Delhi,4898,3403,1431,64
4055,06/05/2020,Delhi,5104,3572,1468,64
4056,07/05/2020,Delhi,5532,3925,1542,65
4057,08/05/2020,Delhi,5980,3983,1931,66
4058,09/05/2020,Delhi,6318,4230,2020,68
4059,10/05/2020,Delhi,6542,4449,2020,73
4060,11/05/2020,Delhi,6923,4781,2069,73
4061,12/05/2020,Delhi,7233,5031,2129,73
4062,13/05/2020,Delhi,7639,5041,2512,86
4063,14/05/2020,Delhi,7998,5034,2858,106
4064,15/05/2020,Delhi,8470,5310,3045,115
4065,16/05/2020,Delhi,8895,5254,3518,123
4066,17/05/2020,Delhi,9333,5278,3926,129
4067,18/05/2020,Delhi,10054,5409,4485,160
4068,19/05/2020,Delhi,10054,5401,4485,168
4069,20/05/2020,Delhi,10554,5636,4750,168
4070,21/05/2020,Delhi,11088,5720,5192,176
4071,22/05/2020,Delhi,11659,5898,5567,194
4072,23/05/2020,Delhi,12319,6214,5897,208
4073,24/05/2020,Delhi,12910,6412,6267,231
4074,25/05/2020,Delhi,13418,6617,6540,261
4075,26/05/2020,Delhi,14053,7006,6771,276
4076,27/05/2020,Delhi,14465,6954,7223,288
4077,28/05/2020,Delhi,15257,7690,7264,303
4078,29/05/2020,Delhi,16281,8470,7495,316
4079,30/05/2020,Delhi,17386,9142,7846,398
4080,31/05/2020,Delhi,18549,10058,8075,416
4081,01/06/2020,Delhi,19844,10893,8478,473
4082,02/06/2020,Delhi,20834,11565,8746,523
4083,03/06/2020,Delhi,22132,12333,9243,556
4084,04/06/2020,Delhi,23645,13497,9542,606
4085,05/06/2020,Delhi,25004,14456,9898,650
4086,06/06/2020,Delhi,26334,15311,10315,708
4087,07/06/2020,Delhi,27654,16229,10664,761
4088,08/06/2020,Delhi,27654,16229,10664,761
4089,09/06/2020,Delhi,29943,17712,11357,874
4090,10/06/2020,Delhi,31309,18543,11861,905
4091,11/06/2020,Delhi,32810,19581,12245,984
4092,12/06/2020,Delhi,34687,20871,12731,1085
4093,13/06/2020,Delhi,36824,22212,13398,1214
4094,14/06/2020,Delhi,38958,22742,14945,1271
4095,15/06/2020,Delhi,41182,24032,15823,1327
4096,16/06/2020,Delhi,42829,25002,16427,1400
4097,17/06/2020,Delhi,44688,26351,16500,1837
4098,18/06/2020,Delhi,47102,27741,17457,1904
4099,19/06/2020,Delhi,49979,26669,21341,1969
4100,20/06/2020,Delhi,53116,27512,23569,2035
4101,21/06/2020,Delhi,56746,23340,31294,2112
4102,22/06/2020,Delhi,59746,24558,33013,2175
4103,23/06/2020,Delhi,62655,23820,36602,2233
4104,24/06/2020,Delhi,66602,24988,39313,2301
4105,25/06/2020,Delhi,70390,26588,41437,2365
4106,26/06/2020,Delhi,73780,26586,44765,2429
4107,27/06/2020,Delhi,77240,27657,47091,2492
4108,28/06/2020,Delhi,80188,28329,49301,2558
4109,29/06/2020,Delhi,83077,27847,52607,2623
4110,30/06/2020,Delhi,85161,26246,56235,2680
4111,01/07/2020,Delhi,87360,26270,58348,2742
4112,02/07/2020,Delhi,89802,27007,59992,2803
4113,03/07/2020,Delhi,92175,26304,63007,2864
4114,04/07/2020,Delhi,94695,26148,65624,2923
4115,05/07/2020,Delhi,97200,25940,68256,3004
4116,06/07/2020,Delhi,99444,25038,71339,3067
4117,07/07/2020,Delhi,100823,25620,72088,3115
4118,08/07/2020,Delhi,102831,25449,74217,3165
4119,09/07/2020,Delhi,104864,23452,78199,3213
4120,10/07/2020,Delhi,107051,21567,82226,3258
4121,11/07/2020,Delhi,109140,21146,84694,3300
4122,12/07/2020,Delhi,110921,19895,87692,3334
4123,13/07/2020,Delhi,112494,19155,89968,3371
4124,14/07/2020,Delhi,113740,19017,91312,3411
4125,15/07/2020,Delhi,115346,18664,93236,3446
4126,16/07/2020,Delhi,116993,17807,95699,3487
4127,17/07/2020,Delhi,118645,17407,97693,3545
4128,18/07/2020,Delhi,120107,17235,99301,3571
4129,19/07/2020,Delhi,121582,16711,101274,3597
4130,20/07/2020,Delhi,122793,16031,103134,3628
4131,21/07/2020,Delhi,123747,15166,104918,3663
4132,22/07/2020,Delhi,125096,15288,106118,3690
4133,23/07/2020,Delhi,126323,14954,107650,3719
4134,24/07/2020,Delhi,127364,14554,109065,3745
4135,25/07/2020,Delhi,128389,13681,110931,3777
4136,26/07/2020,Delhi,129531,12657,113068,3806
4137,27/07/2020,Delhi,130606,11904,114875,3827
4138,28/07/2020,Delhi,131219,10994,116372,3853
4139,29/07/2020,Delhi,132275,10887,117507,3881
4140,30/07/2020,Delhi,133310,10770,118633,3907
4141,31/07/2020,Delhi,134403,10743,119724,3936
4142,01/08/2020,Delhi,135598,10705,120930,3963
4143,02/08/2020,Delhi,136716,10596,122131,3989
4144,03/08/2020,Delhi,137677,10356,123317,4004
4145,04/08/2020,Delhi,138482,10207,124254,4021
4146,05/08/2020,Delhi,139156,9897,125226,4033
4147,06/08/2020,Delhi,140232,10072,126116,4044
4148,07/08/2020,Delhi,141531,10348,127124,4059
4149,08/08/2020,Delhi,142723,10409,128232,4082
4150,09/08/2020,Delhi,144127,10667,129362,4098
4151,10/08/2020,Delhi,145427,10729,130587,4111
4152,11/08/2020,Delhi,146134,10346,131657,4131
4153,12/08/2020,Delhi,147391,10868,132384,4139
4154,13/08/2020,Delhi,148504,10946,133405,4153
4155,14/08/2020,Delhi,149460,10975,134318,4167
4156,15/08/2020,Delhi,150652,11366,135108,4178
4157,16/08/2020,Delhi,151928,11489,136251,4188
4158,17/08/2020,Delhi,152580,10823,137561,4196
4159,18/08/2020,Delhi,153367,10852,138301,4214
4160,19/08/2020,Delhi,154741,11068,139447,4226
4161,20/08/2020,Delhi,156139,11137,140767,4235
4162,21/08/2020,Delhi,157354,11271,141826,4257
4163,22/08/2020,Delhi,158604,11426,142908,4270
4164,23/08/2020,Delhi,160016,11594,144138,4284
4165,24/08/2020,Delhi,161466,11778,145388,4300
4166,25/08/2020,Delhi,162527,11626,146588,4313
4167,26/08/2020,Delhi,164071,11998,147743,4330
4168,27/08/2020,Delhi,165764,12520,148897,4347
4169,28/08/2020,Delhi,167604,13208,150027,4369
4170,29/08/2020,Delhi,169412,13550,151473,4389
4171,30/08/2020,Delhi,171366,14040,152922,4404
4172,31/08/2020,Delhi,173390,14793,154171,4426
4173,01/09/2020,Delhi,174748,14626,155678,4444
4174,02/09/2020,Delhi,177060,15870,156728,4462
4175,03/09/2020,Delhi,179569,16502,158586,4481
4176,04/09/2020,Delhi,182306,17692,160114,4500
4177,05/09/2020,Delhi,185220,18842,161865,4513
4178,06/09/2020,Delhi,188193,19870,163785,4538
4179,07/09/2020,Delhi,191449,20909,165973,4567
4180,08/09/2020,Delhi,193526,20543,168384,4599
4181,09/09/2020,Delhi,197135,22377,170140,4618
4182,10/09/2020,Delhi,201174,23773,172763,4638
4183,11/09/2020,Delhi,205482,25416,175400,4666
4184,12/09/2020,Delhi,209748,26907,178154,4687
4185,13/09/2020,Delhi,214069,28059,181295,4715
4186,14/09/2020,Delhi,218304,28812,184748,4744
4187,15/09/2020,Delhi,221533,28641,188122,4770
4188,16/09/2020,Delhi,225796,29787,191203,4806
4189,17/09/2020,Delhi,230269,30914,194516,4839
4190,18/09/2020,Delhi,234701,31721,198103,4877
4191,19/09/2020,Delhi,238828,32250,201671,4907
4192,20/09/2020,Delhi,242899,32064,205890,4945
4193,21/09/2020,Delhi,246711,32097,209632,4982
4194,22/09/2020,Delhi,249259,30941,213304,5014
4195,23/09/2020,Delhi,253075,31623,216401,5051
4196,24/09/2020,Delhi,256789,30836,220866,5087
4197,25/09/2020,Delhi,260623,31125,224375,5123
4198,26/09/2020,Delhi,264450,30867,228436,5147
4199,27/09/2020,Delhi,267822,29717,232912,5193
4200,28/09/2020,Delhi,271114,29228,236651,5235
4201,29/09/2020,Delhi,273098,27123,240703,5272
4202,30/09/2020,Delhi,276325,27524,243481,5320
4203,01/10/2020,Delhi,279715,26908,247446,5361
4204,02/10/2020,Delhi,282752,26738,250613,5401
4205,03/10/2020,Delhi,285672,26450,253784,5438
4206,04/10/2020,Delhi,287930,25234,257224,5472
4207,05/10/2020,Delhi,290613,24753,260350,5510
4208,06/10/2020,Delhi,292560,23080,263938,5542
4209,07/10/2020,Delhi,295236,22720,266935,5581
4210,08/10/2020,Delhi,298107,22186,270305,5616
4211,09/10/2020,Delhi,300833,22232,272948,5653
4212,10/10/2020,Delhi,303693,21955,276046,5692
4213,11/10/2020,Delhi,306559,22007,278812,5740
4214,12/10/2020,Delhi,309339,21701,281869,5769
4215,13/10/2020,Delhi,311188,20535,284844,5809
4216,14/10/2020,Delhi,314224,21490,286880,5854
4217,15/10/2020,Delhi,317548,21903,289747,5898
4218,16/10/2020,Delhi,321031,22605,292502,5924
4219,17/10/2020,Delhi,324459,22814,295699,5946
4220,18/10/2020,Delhi,327718,22884,298853,5981
4221,19/10/2020,Delhi,331017,23292,301716,6009
4222,20/10/2020,Delhi,333171,22570,304561,6040
4223,21/10/2020,Delhi,336750,23922,306747,6081
4224,22/10/2020,Delhi,340436,24117,310191,6128
4225,23/10/2020,Delhi,344318,25237,312918,6163
4226,24/10/2020,Delhi,348404,26001,316214,6189
4227,25/10/2020,Delhi,352520,26467,319828,6225
4228,26/10/2020,Delhi,356656,26744,323654,6258
4229,27/10/2020,Delhi,359488,25786,327390,6312
4230,28/10/2020,Delhi,364341,27873,330112,6356
4231,29/10/2020,Delhi,370014,29378,334240,6396
4232,30/10/2020,Delhi,375753,30952,338378,6423
4233,31/10/2020,Delhi,381644,32363,342811,6470
4234,01/11/2020,Delhi,386706,32719,347476,6511
4235,02/11/2020,Delhi,392370,34173,351635,6562
4236,03/11/2020,Delhi,396371,33308,356459,6604
4237,04/11/2020,Delhi,403096,36375,360069,6652
4238,05/11/2020,Delhi,409938,37369,365866,6703
4239,06/11/2020,Delhi,416653,38729,371155,6769
4240,07/11/2020,Delhi,423831,39722,377276,6833
4241,08/11/2020,Delhi,430784,40258,383614,6912
4242,09/11/2020,Delhi,438529,41857,389683,6989
4243,10/11/2020,Delhi,443552,39795,396697,7060
4244,11/11/2020,Delhi,451382,41385,402854,7143
4245,12/11/2020,Delhi,459975,42629,410118,7228
4246,13/11/2020,Delhi,467028,43116,416580,7332
4247,14/11/2020,Delhi,474830,44329,423078,7423
4248,15/11/2020,Delhi,482170,44456,430195,7519
4249,16/11/2020,Delhi,485405,39990,437801,7614
4250,17/11/2020,Delhi,489202,40128,441361,7713
4251,18/11/2020,Delhi,495598,42004,445782,7812
4252,19/11/2020,Delhi,503084,42458,452683,7943
4253,20/11/2020,Delhi,510630,43221,459368,8041
4254,21/11/2020,Delhi,517238,40936,468143,8159
4255,22/11/2020,Delhi,523117,39741,475106,8270
4256,23/11/2020,Delhi,529863,40212,481260,8391
4257,24/11/2020,Delhi,534317,37329,488476,8512
4258,25/11/2020,Delhi,540541,38501,493419,8621
4259,26/11/2020,Delhi,545787,38287,498780,8720
4260,27/11/2020,Delhi,551262,38734,503717,8811
4261,28/11/2020,Delhi,556744,38181,509654,8909
4262,29/11/2020,Delhi,561742,36578,516166,8998
4263,30/11/2020,Delhi,566648,35091,522491,9066
4264,01/12/2020,Delhi,570374,32885,528315,9174
4265,02/12/2020,Delhi,574380,31769,533351,9260
4266,03/12/2020,Delhi,578324,30302,538680,9342
4267,04/12/2020,Delhi,582058,29120,543514,9424
4268,05/12/2020,Delhi,586125,28252,548376,9497
4269,06/12/2020,Delhi,589544,26678,553292,9574
4270,07/12/2020,Delhi,592250,24693,557914,9643
4271,08/12/2020,Delhi,593924,22486,561732,9706
4272,09/12/2020,Delhi,597112,22310,565039,9763
4273,10/12/2020,Delhi,599575,20546,569216,9813
4274,11/12/2020,Delhi,601150,18753,572523,9874
4275,12/12/2020,Delhi,603535,18676,574925,9934
4276,13/12/2020,Delhi,605470,17373,578116,9981
4277,14/12/2020,Delhi,607454,16785,580655,10014
4278,15/12/2020,Delhi,608830,15247,583509,10074
4279,17/12/2020,Delhi,611994,13261,588586,10147
4280,18/12/2020,Delhi,613357,12198,590977,10182
4281,19/12/2020,Delhi,614775,11419,593137,10219
4282,20/12/2020,Delhi,615914,10358,595305,10251
4283,21/12/2020,Delhi,617005,10148,596580,10277
4284,22/12/2020,Delhi,617808,9255,598249,10304
4285,23/12/2020,Delhi,618747,8735,599683,10329
4286,24/12/2020,Delhi,619618,8003,601268,10347
4287,25/12/2020,Delhi,620681,7909,602388,10384
4288,26/12/2020,Delhi,621439,7267,603758,10414
4289,27/12/2020,Delhi,622094,6911,604746,10437
4290,28/12/2020,Delhi,622851,6713,605685,10453
4291,29/12/2020,Delhi,623415,6297,606644,10474
4292,30/12/2020,Delhi,624118,6122,607494,10502
4293,31/12/2020,Delhi,624795,5838,608434,10523
4294,03/01/2021,Delhi,626448,5342,610535,10571
4295,04/01/2021,Delhi,626872,5044,611243,10585
4296,05/01/2021,Delhi,627256,4689,611970,10597
4297,06/01/2021,Delhi,627698,4562,612527,10609
4298,07/01/2021,Delhi,628352,4481,613246,10625
4299,08/01/2021,Delhi,628838,4168,614026,10644
4300,09/01/2021,Delhi,629282,3779,614849,10654
4301,10/01/2021,Delhi,629801,3683,615452,10666
4302,11/01/2021,Delhi,630200,3468,616054,10678
4303,12/01/2021,Delhi,630506,3354,616461,10691
